# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Feb  4 04:22:30 2022
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
2659.01,147456499,PC,02h44m14.59s,41.0607930,-40d11m49.02s,-40.1969490,-8.9840000,-38.8680000,2459140.2020440,1.2558789,1.7950000,22260.0000000,14.1053000,681.2510000,1423.0000000,12.7331000,328.1800000,4926.0000000,4.4300000,0.9100000,2021-05-04 21:38:07,2021-10-29 12:59:15
266.01,164767175,PC,01h44m50.22s,26.2092530,-18d24m04.98s,-18.4013840,-87.0670000,-110.7080000,2458382.3338400,10.7510107,2.9434240,638.0928566,2.3581827,90.8412638,787.3911722,9.4566100,101.6940000,5784.0000000,4.4380000,0.9189170,2018-11-30 22:06:24,2021-10-29 12:59:15
266.02,164767175,PC,01h44m50.22s,26.2092530,-18d24m04.98s,-18.4013840,-87.0670000,-110.7080000,2458392.1049740,6.1913200,3.4164000,345.2402640,1.7593710,219.1278279,981.2826790,9.4566100,101.6940000,5784.0000000,4.4380000,0.9295570,2018-11-30 22:06:24,2021-10-29 12:59:15
2660.01,372817671,PC,04h27m32.54s,66.8855960,-54d11m05.99s,-54.1849980,14.0930000,-11.5560000,2459190.2955780,5.0183771,3.2180000,2500.0000000,10.7644000,187.4840000,1030.0000000,12.1651000,630.1240000,5011.2000000,4.4900000,2.1500000,2021-05-04 21:38:07,2021-10-29 12:59:15
2661.01,144125079,PC,03h59m38.4s,59.9099950,-46d59m18.29s,-46.9884130,15.1390000,7.8450000,2459168.6395770,3.6257584,2.8140000,10450.0000000,12.2058000,377.9290000,1228.0000000,13.0533000,635.0450000,5606.0000000,4.3000000,1.1700000,2021-05-04 21:38:07,2021-11-01 12:01:50
2662.01,423672208,PC,01h25m59.58s,21.4982360,-14d49m07.17s,-14.8186580,-15.5730000,-14.4400000,2458401.9141560,3.7906870,2.9580000,15240.0000000,12.9604000,417.9710000,1259.0000000,13.4675000,640.5110000,5542.0000000,4.4100000,1.0200000,2021-05-04 21:38:08,2021-10-29 12:59:15
2663.01,423666115,PC,00h37m09.54s,9.2897580,-13d56m28.42s,-13.9412270,3.6890000,-6.3780000,2459140.9328520,0.5822800,0.6910000,3170.0000000,7.8019700,1871.3900000,1832.0000000,12.7147000,730.9720000,6288.0000000,4.2900000,1.3200000,2021-05-04 21:38:08,2021-10-29 12:59:15
2664.01,277871306,FP,10h27m41.37s,156.9223860,+00d30m03.7s,0.5010270,-9.9990000,-24.7480000,2459275.9742830,3.9606004,0.8980000,6680.0000000,10.3965000,109.9710000,902.0000000,10.1483000,156.2910000,5863.0000000,4.4300000,1.0400000,2021-05-06 23:22:41,2021-10-29 12:59:15
2665.01,186936449,PC,08h56m38.15s,134.1589600,-34d37m42.51s,-34.6284750,-25.7460000,0.8210000,2459275.5881360,2.8456575,2.5760000,2290.0000000,6.8387900,784.3420000,1474.0000000,10.3716000,222.0000000,6112.0000000,4.2700000,1.3000000,2021-05-06 23:22:41,2021-11-29 12:02:15
2666.01,170889511,APC,09h17m55.41s,139.4808650,-03d23m15.09s,-3.3875250,23.4290000,-63.6610000,2459259.1413830,,1.4450000,22040.0000000,16.6553000,21.4281000,599.0000000,6.9887000,32.6024000,5212.0000000,4.3000000,1.1100000,2021-05-06 23:22:42,2021-10-29 12:59:15
2667.01,348684813,PC,08h55m58.44s,133.9934840,-14d21m19.04s,-14.3552900,-1.5850000,-2.4820000,2459279.2326100,7.7515759,3.1860000,670.0000000,12.9241000,133.9030000,947.0000000,9.6732000,454.8730000,5133.0000000,,4.7500000,2021-05-06 23:22:42,2021-11-29 12:02:15
2668.01,192076548,PC,09h08m06.87s,137.0286420,-39d21m03.25s,-39.3509040,-11.6200000,3.0910000,2459279.6783910,1.1159326,1.0130000,840.0000000,6.1732200,1667.7200000,1780.0000000,10.1782000,314.4510000,6859.0000000,4.1600000,1.6800000,2021-05-06 23:22:42,2021-11-29 12:02:15
2669.01,348835438,PC,08h58m53.43s,134.7226450,-13d18m45.28s,-13.3125790,18.6810000,-11.1170000,2459278.4006110,6.2034438,5.4700000,650.0000000,10.1392000,324.0660000,1182.0000000,9.9917000,393.4430000,4859.0000000,,3.9800000,2021-05-06 23:22:42,2021-12-19 12:02:11
267.01,166836920,KP,02h39m35.44s,39.8976690,-50d00m29.49s,-50.0081930,-1.8680000,-39.8560000,2459135.7960190,5.7525822,5.4013355,5272.3617789,12.7042648,828.8262888,1368.4710961,8.9300000,158.6600000,6180.0000000,4.1176600,1.7092700,2018-11-30 22:06:24,2021-10-29 12:59:15
2670.01,190721237,PC,08h55m01.2s,133.7550050,-37d20m28.48s,-37.3412450,-69.9800000,89.0400000,2459269.0684510,748.5175872,3.3250000,4138.0000000,9.6479200,84.8278000,,9.5986000,171.7030000,6332.0000000,,1.3900000,2021-05-06 23:22:42,2021-11-29 12:02:15
2671.01,190081497,PC,08h49m04.8s,132.2699940,-36d34m41.73s,-36.5782570,-6.6840000,-10.2430000,2459273.5828290,3.1630387,4.6610000,1130.0000000,6.8261200,17348.8000000,3197.0000000,10.3364000,233.7930000,6187.0000000,4.2600000,1.3400000,2021-05-06 23:22:42,2021-11-29 12:02:15
2672.01,129372561,APC,07h55m35.4s,118.8974920,-25d51m55.66s,-25.8654600,-1.3580000,0.2180000,2459251.4088820,10.7189647,2.8550000,4830.0000000,18.5904000,492.0960000,1312.0000000,10.6734000,625.0100000,7830.0000000,4.0700000,2.0700000,2021-05-20 00:31:30,2021-11-29 12:02:15
2673.01,1018843,PC,08h43m43.72s,130.9321850,-26d58m50.97s,-26.9808240,-55.3760000,-10.4220000,2459277.1634260,1.9126534,2.0140000,350.0000000,2.3674800,923.7140000,1535.0000000,8.8448000,98.3018000,5601.4000000,4.2400000,1.2400000,2021-05-20 00:31:30,2022-01-27 12:02:06
2674.01,434496663,APC,11h32m05.99s,173.0249570,-20d37m57.49s,-20.6326350,9.6900000,-30.7760000,2459291.6906130,7.2972359,0.8270000,3780.0000000,13.2402000,14.5303000,543.0000000,10.1850000,370.1460000,6433.0000000,3.9100000,2.1000000,2021-05-27 20:42:11,2021-10-29 12:59:15
2675.01,179033846,PC,04h17m03.02s,64.2625870,-29d31m29.67s,-29.5249090,3.1270000,-2.4980000,2459197.2085890,1.4768690,1.4510000,2670.0000000,13.2219000,7685.3200000,2608.0000000,11.7919000,523.9990000,6712.0000000,4.2800000,1.3700000,2021-06-03 21:32:55,2021-10-29 12:59:15
2676.01,420016507,PC,02h21m40.74s,35.4197660,+00d30m49.04s,0.5136210,19.4630000,-6.5320000,2459168.0788360,3.4082154,3.9010000,10060.0000000,16.7879000,1192.3100000,1637.0000000,12.7082000,840.9410000,6231.4000000,4.1100000,1.5900000,2021-06-03 21:32:55,2021-10-29 12:59:15
2677.01,398736713,PC,02h20m58.17s,35.2423570,-10d23m07.68s,-10.3854680,-18.6690000,10.4590000,2458429.5733620,6.4967452,1.8000000,4930.0000000,19.5904000,160.4530000,991.0000000,10.8489000,230.6234000,5186.9000000,,1.5300000,2021-06-03 21:32:56,2021-10-29 12:59:15
2678.01,354517490,PC,05h18m41.16s,79.6715160,-44d27m59.38s,-44.4664940,-0.3100000,11.7370000,2459221.3898470,3.4523955,1.6240000,13260.0000000,10.2673000,139.4430000,957.0000000,13.4391000,602.3850000,5614.0000000,4.4900000,0.9400000,2021-06-03 21:32:56,2021-12-15 12:01:57
2679.01,323295908,PC,03h30m56.16s,52.7339810,-39d36m48.86s,-39.6135720,-1.0850000,16.6010000,2459169.1629470,3.8539027,2.9060000,14520.0000000,11.8808000,374.4070000,1225.0000000,12.4453000,403.1700000,5805.0000000,4.5200000,0.9300000,2021-06-03 21:32:56,2021-10-29 12:59:15
268.01,219253008,PC,04h23m39.73s,65.9155280,-53d51m03.97s,-53.8511020,-21.3900000,1.6490000,2458385.1272790,5.0661750,6.2992409,1350.0000000,7.6901200,311.3397198,1071.3426196,10.0733000,320.4970000,5868.0000000,3.5732700,2.1700000,2019-05-17 18:40:33,2021-10-29 12:59:15
2680.01,219366908,PC,05h01m45.46s,75.4394170,-49d17m04.07s,-49.2844630,93.2000000,51.2740000,2459199.0167080,0.6293198,1.1290000,3730.0000000,4.4663500,2516.2900000,1973.0000000,12.6530000,344.1600000,5508.0000000,4.6300000,0.7900000,2021-06-03 21:32:56,2021-10-29 12:59:15
2681.01,209408136,PC,03h00m04.71s,45.0196290,-32d44m40.63s,-32.7446200,10.6780000,-3.4750000,2459164.0022260,3.1292868,1.5450000,7430.0000000,12.0419000,400.4050000,1246.0000000,12.1692000,547.1030000,6078.0000000,4.2500000,1.3200000,2021-06-03 21:32:56,2021-10-29 12:59:15
2682.01,200803270,PC,03h30m49.35s,52.7056220,-49d42m55.79s,-49.7154960,13.8820000,-2.2590000,2459139.3773630,2.5981987,1.4120000,14260.0000000,11.5397000,233.3190000,1088.0000000,12.6795000,414.0290000,5516.0000000,4.4900000,0.9300000,2021-06-03 21:32:57,2021-10-29 12:59:15
2683.01,200320748,PC,05h05m15.4s,76.3141560,-42d07m43.2s,-42.1286680,3.0120000,-14.4180000,2459197.6623150,1.5292851,1.1670000,2800.0000000,12.6875000,623.6780000,1392.0000000,12.4435000,573.7310000,6295.5000000,,2.2100000,2021-06-03 21:32:57,2021-10-29 12:59:15
2684.01,161568891,PC,04h57m43.62s,74.4317690,-47d01m17.16s,-47.0214340,-21.7400000,34.0740000,2459195.1838800,2.4756487,2.4610000,4370.0000000,5.2591400,321.6920000,1179.0000000,13.2964000,330.1450000,4633.0000000,4.5000000,0.8000000,2021-06-03 21:32:57,2021-10-29 12:59:15
2685.01,161479081,PC,04h53m28.57s,73.3690610,-45d02m05.06s,-45.0347390,-11.8870000,-10.1470000,2459197.7487830,3.4711465,1.6060000,10070.0000000,11.1759000,148.6990000,972.0000000,13.3220000,645.0650000,5593.0000000,4.3900000,1.0500000,2021-06-03 21:32:57,2021-10-29 12:59:15
2686.01,159989004,PC,03h22m37.06s,50.6544190,-36d45m06.79s,-36.7518860,6.6620000,20.1680000,2459169.8658520,3.5746058,1.1530000,6040.0000000,11.6965000,127.9340000,936.0000000,12.9852000,861.6200000,6257.0000000,4.2500000,1.3700000,2021-06-03 21:32:57,2021-10-29 12:59:15
2687.01,155993822,PC,03h44m26.42s,56.1100970,-13d06m31.35s,-13.1087090,9.0830000,-0.0780000,2459164.9740490,4.0944492,4.2330000,5890.0000000,12.8011000,711.2680000,1438.0000000,12.4052000,634.2000000,5650.0000000,4.0300000,1.6000000,2021-06-03 21:32:58,2021-10-29 12:59:15
2688.01,98728690,PC,02h56m41.73s,44.1738610,-15d03m20.11s,-15.0555860,-0.6060000,-48.6140000,2459165.7699570,2.1415519,2.9890000,1060.0000000,4.7228700,1363.8300000,1693.0000000,11.3437000,350.6870000,5530.0000000,4.0800000,1.4800000,2021-06-03 21:32:58,2021-10-29 12:59:15
2689.01,92363023,PC,03h30m43.32s,52.6804900,-22d00m13.85s,-22.0038460,5.3410000,-27.8540000,2459164.8710150,3.4180406,2.2420000,5200.0000000,6.5817100,201.6200000,1049.0000000,12.6443000,315.8050000,5001.0000000,4.4600000,0.8900000,2021-06-03 21:32:58,2021-10-29 12:59:15
269.01,220479565,CP,05h03m23.11s,75.8462830,-54d10m39.8s,-54.1777210,26.4720000,-120.7500000,2458381.8449830,3.6977238,0.9188130,4687.9839101,2.9168880,19.1943739,533.8426122,12.2958000,57.0225000,3607.0000000,4.4380000,0.3979240,2019-05-17 18:40:33,2022-01-12 12:02:22
2690.01,92359852,PC,03h28m55.45s,52.2310390,-19d58m28.8s,-19.9746660,,,2459167.7123020,4.1549988,2.8730000,13830.0000000,,,,10.7320000,,,,,2021-06-03 21:32:58,2022-01-18 12:01:58
2691.01,71345362,PC,03h00m27.74s,45.1155850,-21d16m08.98s,-21.2691600,4.3450000,-18.9090000,2459167.7948380,3.8821916,3.1260000,2670.0000000,5.5709600,1093.4600000,,12.5728000,374.7630000,5283.0000000,,0.9500000,2021-06-03 21:32:58,2021-10-29 12:59:15
2692.01,38399060,PC,03h36m22.87s,54.0952840,-09d22m28.1s,-9.3744730,12.3290000,-1.6250000,2459163.7692150,3.6506781,2.7900000,20370.0000000,12.1655000,273.6210000,1133.0000000,13.3717000,472.6320000,5343.0000000,4.5500000,0.8400000,2021-06-03 21:32:59,2021-10-29 12:59:15
2693.01,30016082,PC,02h51m50.69s,42.9612200,-15d37m57.8s,-15.6327230,12.6780000,-3.8430000,2459167.8614730,1.3225635,1.6830000,13750.0000000,11.5804000,825.2260000,1493.0000000,13.3201000,537.1820000,5388.0000000,4.4400000,0.9700000,2021-06-03 21:32:59,2021-10-29 12:59:15
2694.01,146467673,APC,05h04m19.95s,76.0831350,-20d43m32.74s,-20.7257620,,,2459198.0688320,1.6375324,1.6650000,11120.0000000,,437.5810000,1274.0000000,12.5750000,451.4860000,5095.6000000,,,2021-06-03 21:39:00,2022-01-08 12:02:54
2695.01,140284353,PC,05h41m15.44s,85.3143190,-34d49m55.91s,-34.8321980,-8.7520000,4.3030000,2459226.4359760,0.5566811,0.4730000,3250.0000000,13.2433000,634.9930000,1398.0000000,13.0494000,,5200.0000000,,1.7000000,2021-06-03 21:39:00,2021-10-29 12:59:15
2696.01,139445621,PC,05h22m41.86s,80.6744250,-20d25m40.04s,-20.4277900,-2.8100000,-4.6290000,2459199.8972420,6.4093650,1.7070000,11300.0000000,12.1252000,64.1809000,788.0000000,12.4762000,537.9430000,6191.0000000,4.4100000,1.1200000,2021-06-03 21:39:00,2021-10-29 12:59:15
2697.01,139445453,PC,05h22m37.95s,80.6581080,-20d39m14.81s,-20.6541140,9.1000000,7.6030000,2459199.8671150,4.3169755,4.5230000,4670.0000000,10.9284000,803.2460000,1483.0000000,13.1506000,911.8100000,5683.0000000,4.0300000,1.6100000,2021-06-03 21:39:00,2021-10-29 12:59:15
2698.01,100683605,PC,05h50m29.95s,87.6247870,-32d46m40.1s,-32.7778060,2.4140000,9.6110000,2459223.8473440,3.2705630,1.6820000,9670.0000000,,123.6550000,929.0000000,13.3713000,440.3580000,5219.5000000,,,2021-06-03 21:39:00,2021-10-29 12:59:15
2699.01,77958378,PC,05h17m57.54s,79.4897580,-33d23m57.9s,-33.3994180,5.5150000,-5.3800000,2459198.3369390,5.8259928,2.4420000,12800.0000000,14.0157000,71.3806000,809.0000000,13.0583000,511.6590000,4964.0000000,4.1900000,1.2000000,2021-06-03 21:39:00,2021-10-29 12:59:15
270.01,259377017,CP,04h33m39.86s,68.4160800,-51d57m26.62s,-51.9573940,82.9440000,-269.7550000,2459198.9614540,5.6605693,1.6631704,3856.1060852,2.4070872,9.9407408,452.8709226,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580,2019-05-17 18:40:33,2021-10-29 12:59:15
270.02,259377017,CP,04h33m39.86s,68.4160800,-51d57m26.62s,-51.9573940,82.9440000,-269.7550000,2458389.6793360,11.3795653,2.2350305,3147.0461739,2.2539464,3.9180021,358.8276630,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580,2019-05-17 18:40:33,2021-10-29 12:59:15
270.03,259377017,CP,04h33m39.86s,68.4160800,-51d57m26.62s,-51.9573940,82.9440000,-269.7550000,2458383.7332140,3.3601377,1.4132450,972.9589363,1.1843718,19.9261226,538.8593825,10.4981000,22.4793000,3551.0000000,4.8398200,0.3743580,2019-05-17 18:40:33,2021-10-29 12:59:15
2700.01,56096837,PC,04h40m30.65s,70.1276980,-09d53m25.74s,-9.8904820,11.7910000,-6.9400000,2459196.5702960,4.6636858,2.6040000,11110.0000000,12.5117000,226.0090000,1080.0000000,12.0698000,404.6620000,5720.0000000,4.3200000,1.1600000,2021-06-03 21:39:00,2021-10-29 12:59:15
2701.01,44791617,PC,04h07m20.87s,61.8369470,-27d16m11.06s,-27.2697400,15.5410000,7.0370000,2459166.3588060,2.1694660,1.6530000,1780.0000000,5.8120500,643.0660000,1402.0000000,12.5257000,600.0100000,5823.0000000,4.2000000,1.3500000,2021-06-03 21:39:01,2021-10-29 12:59:15
2702.01,43604949,PC,05h01m54.19s,75.4757960,-07d39m36.85s,-7.6602360,1.2960000,-1.5300000,2459196.4295160,1.9422802,2.7680000,8140.0000000,15.1178000,2966.7700000,2056.0000000,13.0115000,1115.1600000,6950.0000000,4.2100000,1.6000000,2021-06-03 21:39:01,2021-10-29 12:59:15
2703.01,43475220,PC,04h59m18.18s,74.8257390,-07d23m01.26s,-7.3836840,4.8200000,-6.0070000,2459193.2354380,6.1735306,3.1630000,12950.0000000,11.2676000,145.5980000,967.0000000,13.3652000,558.9070000,5435.0000000,4.4500000,0.9600000,2021-06-03 21:39:01,2021-10-29 12:59:15
2704.01,32677675,PC,05h42m49.1s,85.7045920,-25d59m47.56s,-25.9965450,-10.6540000,-7.5340000,2459225.7574560,3.6364993,3.5090000,16700.0000000,16.4306000,977.6680000,1557.0000000,12.7063000,718.4930000,6552.0000000,4.3900000,1.2300000,2021-06-03 21:39:01,2021-10-29 12:59:15
2705.01,169448771,PC,05h09m55.46s,77.4810630,-12d37m46.86s,-12.6296840,7.5350000,-3.9840000,2459165.5988240,18.0106520,4.9520000,4580.0000000,12.5654000,61.2858000,779.0000000,12.6139000,759.3410000,5740.0000000,3.9100000,1.8500000,2021-06-03 21:39:01,2021-10-29 12:59:15
2706.01,457202957,PC,04h48m50.59s,72.2107850,+02d28m33.42s,2.4759490,-0.4070000,-6.3810000,2458461.8853770,1.8851834,1.4280000,5450.0000000,17.0369000,1582.7200000,1757.0000000,13.4046000,780.0280000,5807.0000000,4.2600000,1.2500000,2021-06-03 21:39:01,2021-10-29 12:59:15
2707.01,455036659,KP,04h35m53.86s,68.9743960,+02d25m52.58s,2.4312730,7.7840000,-3.8630000,2459194.0679140,4.0072320,4.7800000,10360.0000000,18.1614000,1275.2000000,1664.0000000,12.1569000,651.8970000,6202.0000000,4.0300000,1.7500000,2021-06-03 21:39:01,2021-10-29 12:59:15
2708.01,452810327,FP,04h50m40.58s,72.6690980,+05d23m14.12s,5.3872560,5.2180000,-7.0670000,2459197.3571110,2.3540172,2.3600000,6660.0000000,14.4919000,954.6770000,1548.0000000,12.5398000,825.0040000,6114.0000000,4.0200000,1.7400000,2021-06-03 21:39:01,2022-01-24 12:02:06
2709.01,452810326,PC,04h50m40.36s,72.6681570,+05d23m10.19s,5.3861630,4.8820000,-6.2690000,2459197.3563210,2.3540163,2.4160000,10020.0000000,15.1575000,960.6830000,1551.0000000,13.0639000,892.4180000,6124.0000000,4.1600000,1.4800000,2021-06-03 21:39:02,2022-01-24 12:02:06
271.01,259511357,PC,04h43m06.12s,70.7755110,-50d13m10.12s,-50.2194780,49.2280000,49.9760000,2458382.2310380,2.4759733,1.0466923,386.7493472,2.8062638,1571.1556095,1605.7374991,8.4332000,100.2450000,6025.0000000,4.3313500,1.3301200,2019-05-17 18:40:33,2021-10-29 12:59:15
2710.01,408231638,PC,05h29m23.82s,82.3492350,-23d45m42.66s,-23.7618490,13.9630000,-14.1740000,2459196.3180360,10.7448417,3.2980000,38070.0000000,11.9772000,24.4016000,619.0000000,13.3942000,278.4020000,4701.0000000,4.7200000,0.6300000,2021-06-03 21:39:02,2021-10-29 12:59:15
2711.01,396896334,PC,04h10m22.73s,62.5946920,+03d45m46.16s,3.7628230,14.1200000,-7.4930000,2459190.7005630,5.7604868,3.0800000,14580.0000000,14.0917000,158.2650000,988.0000000,13.0719000,470.2970000,5530.3000000,4.3300000,1.1200000,2021-06-03 21:39:02,2021-10-29 12:59:15
2712.01,362026280,PC,04h24m35.35s,66.1472820,+02d34m30.99s,2.5752750,11.6340000,-7.9340000,2459195.8319170,3.0784790,2.4240000,5780.0000000,,295.7000000,1155.0000000,13.0933000,598.3880000,5140.1000000,,,2021-06-03 21:39:02,2021-10-29 12:59:15
2713.01,332660287,PC,04h12m36.03s,63.1501320,-12d19m03.57s,-12.3176590,-15.1120000,-14.9990000,2459197.3264710,1.2434016,0.9390000,4070.0000000,5.6630900,412.5060000,1255.0000000,12.4830000,246.5680000,4967.0000000,4.6000000,0.7500000,2021-06-03 21:39:02,2021-10-29 12:59:15
2714.01,332534326,PC,04h05m36.3s,61.4012480,-14d55m36.29s,-14.9267460,11.3180000,4.9760000,2459168.9487980,2.4993895,2.9900000,10610.0000000,12.9239000,945.5500000,1544.0000000,12.7979000,597.8730000,5737.0000000,4.2800000,1.2100000,2021-06-03 21:39:02,2021-10-29 12:59:15
2715.01,311239796,PC,05h03m47.03s,75.9459730,+14d18m20.2s,14.3056110,2.6260000,-4.9120000,2459197.4271500,4.9640772,5.0030000,5130.0000000,14.0995000,1098.4100000,1603.0000000,13.0115000,981.4070000,6323.0000000,3.9500000,1.9500000,2021-06-03 21:39:03,2021-10-29 12:59:15
2716.01,284859630,PC,05h07m57.4s,76.9891710,+05d58m08.84s,5.9691230,0.9400000,2.4040000,2459194.2548250,7.5420435,3.8540000,7720.0000000,9.5515900,210.7430000,1061.0000000,12.3425000,447.2360000,5949.0000000,4.4200000,1.0700000,2021-06-03 21:39:03,2021-10-29 12:59:15
2717.01,269077474,FP,05h01m38.6s,75.4108410,+01d50m26.34s,1.8406490,1.5740000,-11.5410000,2459197.1928830,1.3164901,1.3890000,3580.0000000,11.2218000,1368.0500000,1694.0000000,12.8212000,1017.7700000,6341.0000000,4.0400000,1.7800000,2021-06-03 21:39:03,2021-10-29 12:59:15
2718.01,248655096,PC,04h29m09.17s,67.2882110,-03d11m22.81s,-3.1896690,8.3150000,-8.4970000,2459196.5645540,2.7625084,2.0370000,16160.0000000,10.8143000,155.3180000,983.0000000,13.5252000,373.3630000,4694.0000000,4.4800000,0.8300000,2021-06-03 21:39:03,2021-10-29 12:59:15
2719.01,176314383,PC,04h46m13.19s,71.5549450,-00d48m17.54s,-0.8048720,15.3420000,-11.8900000,2459197.6368180,3.3759446,3.5380000,1270.0000000,6.0354800,874.2900000,1514.0000000,12.0676000,588.3680000,5701.0000000,3.9900000,1.6900000,2021-06-03 21:39:03,2021-10-29 12:59:15
272.01,268766053,KP,02h07m38.2s,31.9091640,-20d39m42.63s,-20.6618430,-9.0790000,8.1900000,2459140.8757010,3.3098458,2.2676536,19158.8321817,12.4316228,241.6655587,1005.5957745,11.7617000,201.3380000,4953.0000000,4.5565300,0.8586190,2018-11-30 22:06:25,2021-10-29 12:59:15
2720.01,169448297,PC,05h09m06.52s,77.2771490,-12d38m07.1s,-12.6353050,10.5780000,10.7410000,2459199.6970820,2.1473577,2.7060000,2300.0000000,10.0889000,1324.1200000,1680.0000000,12.4742000,850.4370000,5834.0000000,3.8100000,2.1200000,2021-06-03 21:39:03,2021-10-29 12:59:15
2721.01,167714124,PC,05h21m41.1s,80.4212530,-38d39m24.58s,-38.6568270,-4.6130000,-4.5630000,2459222.3217060,4.1627330,3.3190000,12870.0000000,11.1057000,425.3480000,1265.0000000,12.8482000,497.3760000,5744.2000000,,0.9700000,2021-06-03 21:39:04,2021-12-15 12:01:57
2722.01,153725446,PC,04h25m39.14s,66.4130970,-43d43m12.97s,-43.7202700,18.1070000,40.0290000,2459199.4961710,0.7085480,0.8450000,800.0000000,4.6669400,1121.9300000,1612.0000000,11.1522000,349.9790000,5678.0000000,4.0800000,1.5200000,2021-06-03 21:39:04,2021-10-29 12:59:15
2723.01,152477897,PC,04h10m53.82s,62.7242670,-43d14m50.15s,-43.2472640,22.7550000,-5.8120000,2459165.3762980,3.3843865,3.8450000,10730.0000000,16.2240000,917.2680000,1533.0000000,13.3164000,1001.2900000,5848.0000000,4.1000000,1.5200000,2021-06-03 21:39:04,2021-10-29 12:59:15
2724.01,119290630,PC,06h26m26.59s,96.6107740,-41d25m00.01s,-41.4166690,-7.3740000,-0.0230000,2459227.3374010,1.4875055,1.8740000,44400.0000000,18.3083000,550.2600000,1349.0000000,13.1901000,396.6780000,5142.0000000,4.5400000,0.8300000,2021-06-03 22:07:18,2021-10-29 12:59:15
2725.01,100780304,PC,05h54m36.28s,88.6511710,-31d51m34.62s,-31.8596180,19.1410000,-15.4530000,2459227.2955880,0.1846924,0.3860000,1390.0000000,4.1064500,7063.8400000,2554.0000000,12.0580000,341.3710000,5958.8000000,4.5700000,0.9000000,2021-06-03 22:07:19,2021-10-29 12:59:15
2726.01,100589633,PC,05h45m48.95s,86.4539740,-32d56m51.07s,-32.9475190,2.1910000,2.9360000,2459221.1018930,3.9471513,1.9930000,16080.0000000,18.7538000,406.4950000,1250.0000000,13.4034000,1065.5800000,6351.0000000,4.2600000,1.3700000,2021-06-03 22:07:19,2021-10-29 12:59:15
2727.01,51830822,PC,06h31m34.97s,97.8957280,-34d52m58.33s,-34.8828690,-6.7250000,12.9020000,2459227.4306020,0.6711626,1.1680000,2330.0000000,12.2430000,2181.8500000,1904.0000000,13.0537000,1248.0700000,5632.0000000,3.6700000,2.4300000,2021-06-03 22:07:19,2021-10-29 12:59:15
2728.01,42763678,PC,06h27m15.45s,96.8143620,-03d14m07.45s,-3.2354020,14.8540000,10.8320000,2459227.2922190,1.7246234,1.9790000,11820.0000000,15.5191000,976.6380000,1557.0000000,12.7993000,635.0530000,5776.0000000,4.1800000,1.3700000,2021-06-03 22:07:19,2021-11-29 12:02:15
2729.01,39724477,PC,06h00m23s,90.0958140,-03d45m26.37s,-3.7573260,4.5740000,5.3210000,2459211.8955050,4.0350169,2.1080000,25420.0000000,12.5268000,126.8050000,934.0000000,12.2630000,245.9490000,5240.2000000,4.6400000,0.7500000,2021-06-03 22:07:19,2021-11-29 12:02:15
273.01,279740441,FP,03h26m01.07s,51.5044720,-64d32m53.19s,-64.5481080,-21.4790000,109.9700000,2458386.0950870,0.7418594,1.5026958,2983.6257317,6.0238347,740.8643338,1330.6211479,11.4810000,106.1600000,4304.6000000,4.5700000,0.6617400,2018-11-30 22:06:25,2021-12-06 10:10:01
2730.01,37240067,PC,06h33m04.27s,98.2677850,-03d10m01.71s,-3.1671410,-3.9110000,9.0980000,2459212.9522340,2.5082498,1.3930000,16210.0000000,20.6073000,265.7230000,1124.0000000,13.4848000,964.3270000,5909.0000000,4.1100000,1.5100000,2021-06-03 22:07:19,2021-10-29 12:59:15
